customer_unique_id,recency_days,frequency,monetary,avg_order_value,tenure_days,avg_items_per_order,avg_installments,avg_review_score,pct_late_delivery,avg_freight_ratio,customer_state,distinct_categories,region,R,M,F,rfm_segment
00082cbe03e478190aadbea78542e933,333,1,126.25999999999999,126.25999999999999,333,1.0,1.0,5.0,0.0,0.3743069855853002,SP,1,Sudeste,2,3,1,Hibernating
00090324bbad0e9342388303bb71ba0a,208,1,63.660000000000004,63.660000000000004,208,1.0,3.0,5.0,0.0,0.21536286522148917,SP,1,Sudeste,4,2,1,New / Promising
000949456b182f53c18b68d6babc79c1,178,1,82.05,82.05,178,1.0,1.0,4.0,0.0,0.20914076782449725,SP,1,Sudeste,4,2,1,New / Promising
000a5ad9c4601d2bbdd9ed765d5213b3,433,1,91.28,91.28,433,1.0,3.0,4.0,0.0,0.15655127081507447,RS,1,Sul,1,3,1,Lost
000bfa1d2f1a41876493be685390d6d3,384,1,46.85,46.85,384,1.0,4.0,4.0,0.0,0.2529348986125934,SP,1,Sudeste,2,1,1,Hibernating
000c8bdb58a29e7115cfc257230fb21b,309,1,29.0,29.0,309,1.0,2.0,5.0,0.0,0.5206896551724138,MG,1,Sudeste,3,1,1,Potential Loyalist
000d460961d6dbfa3ec6c9f5805769e1,283,1,36.68,36.68,283,1.0,1.0,5.0,0.0,0.21210468920392586,SP,1,Sudeste,3,1,1,Potential Loyalist
000de6019bb59f34c099a907c151d855,426,1,257.44,257.44,426,2.0,4.0,2.0,0.0,0.10736482287134867,SP,1,Sudeste,2,5,1,Hibernating
000e309254ab1fc5ba99dd469d36bdb4,115,1,78.42,78.42,115,1.0,1.0,3.0,0.0,0.23616424381535323,GO,1,Centro-Oeste,5,2,1,New / Promising
000ec5bff359e1c0ad76a81a45cb598f,58,1,27.75,27.75,58,1.0,1.0,5.0,0.0,0.46090090090090086,SP,1,Sudeste,5,1,1,New / Promising
000ed48ceeb6f4bf8ad021a10a3c7b43,151,1,20.75,20.75,151,1.0,1.0,5.0,0.0,0.37927710843373497,SP,1,Sudeste,4,1,1,New / Promising
000fbf0473c10fc1ab6f8d2d286ce20c,84,1,362.36,362.36,84,4.0,1.0,5.0,0.0,0.21128159841042057,SP,2,Sudeste,5,5,1,New / Promising
0010a452c6d13139e50b57f19f52e04e,464,1,325.93,325.93,464,1.0,10.0,1.0,0.0,0.08262510354984198,RS,1,Sul,1,5,1,Lost
0010fb34b966d44409382af9e8fd5b77,227,1,61.800000000000004,61.800000000000004,227,1.0,6.0,4.0,1.0,0.19174757281553395,SP,1,Sudeste,3,2,1,Potential Loyalist
001147e649a7b1afd577e873841632dd,413,1,212.16,212.16,413,2.0,1.0,4.0,0.0,0.1987179487179487,PR,1,Sul,2,5,1,Hibernating
00115fc7123b5310cf6d3a3aa932699e,634,1,76.11,76.11,634,1.0,1.0,4.0,0.0,0.21179871238996192,DF,1,Centro-Oeste,1,2,1,Lost
0011805441c0d1b68b48002f1d005526,542,1,297.14,297.14,542,1.0,10.0,3.0,0.0,0.0947028336810931,PA,1,Norte,1,5,1,Lost
0011857aff0e5871ce5eb429f21cdaf5,477,1,192.83,192.83,477,1.0,3.0,5.0,0.0,0.09593942851216096,SP,1,Sudeste,1,4,1,Lost
0011c98589159d6149979563c504cb21,439,1,117.94,117.94,439,1.0,5.0,5.0,0.0,0.15219603188061726,MG,1,Sudeste,1,3,1,Lost
0012929d977a8d7280bb277c1e5f589d,366,1,155.65,155.65,366,1.0,1.0,1.0,0.0,0.16543527144233858,RS,1,Sul,2,4,1,Hibernating
0014a5a58da615f7b01a4f5e194bf5ea,272,1,99.82,99.82,272,1.0,3.0,5.0,0.0,0.11841314365858546,SP,1,Sudeste,3,3,1,Potential Loyalist
0015752e079902b12cd00b9b7596276b,76,1,74.82,74.82,76,2.0,3.0,5.0,0.0,0.20074846297781343,SP,1,Sudeste,5,2,1,New / Promising
00172711b30d52eea8b313a7f2cced02,82,1,122.07,122.07,82,1.0,2.0,4.0,0.0,0.38969443761776035,BA,1,Nordeste,5,3,1,New / Promising
00191a9719ef48ebb5860b130347bf33,547,1,58.86,58.86,547,1.0,2.0,3.0,0.0,0.18620455317703025,SP,1,Sudeste,1,2,1,Lost
001926cef41060fae572e2e7b30bd2a4,427,1,91.21000000000001,91.21000000000001,427,2.0,1.0,4.0,0.0,0.46508058326937834,MT,2,Centro-Oeste,2,3,1,Hibernating
001928b561575b2821c92254a2327d06,54,1,164.81,164.81,54,2.0,6.0,2.0,0.0,0.16940719616528122,SP,2,Sudeste,5,4,1,New / Promising
00196c4c9a3af7dd2ad10eade69c926f,82,1,37.58,37.58,82,1.0,1.0,5.0,0.0,0.40606705694518364,SP,1,Sudeste,5,1,1,New / Promising
00196fdb2bf9edfc35e88ebfbcf8d781,237,1,27.0,27.0,237,1.0,1.0,3.0,1.0,0.5222222222222223,RS,1,Sul,3,1,1,Potential Loyalist
0019da6aa6bcb27cc32f1249bd12da05,249,1,87.71000000000001,87.71000000000001,249,1.0,1.0,1.0,0.0,0.08904343860449207,SP,1,Sudeste,3,3,1,Potential Loyalist
0019e8c501c85848ac0966d45226fa1d,170,1,197.27,197.27,170,1.0,2.0,5.0,0.0,0.1889795711461449,MT,1,Centro-Oeste,4,4,1,New / Promising
001a2bf0e46c684031af91fb2bce149d,475,1,36.73,36.73,475,1.0,1.0,4.0,0.0,0.32262455758235775,SP,1,Sudeste,1,1,1,Lost
001a34eb30ecb8e3aacb07c475ca4dd1,98,1,161.71,161.71,98,1.0,1.0,5.0,0.0,0.06066415187681652,SP,1,Sudeste,5,4,1,New / Promising
001a3a8e11d76c9a366c31a4aa2cc529,150,1,24.23,24.23,150,1.0,1.0,5.0,0.0,0.6285596368138671,RS,1,Sul,4,1,1,New / Promising
001ae5a1788703d64536c30362503e49,314,1,135.07999999999998,135.07999999999998,314,1.0,1.0,5.0,0.0,0.33380219129404803,RJ,1,Sudeste,3,4,1,Potential Loyalist
001deb796b28a3a128d6113857569aa4,118,1,63.33,63.33,118,1.0,6.0,4.0,0.0,0.369966840360019,RJ,1,Sudeste,5,2,1,New / Promising
001f3c4211216384d5fe59b041ce1461,577,1,35.84,35.84,577,1.0,3.0,3.0,0.0,0.3058035714285714,SP,1,Sudeste,1,1,1,Lost
002043098f10ba39a4600b6c52fbfe3c,571,1,237.81,237.81,571,1.0,4.0,4.0,0.0,0.25575038896598123,SE,1,Nordeste,1,5,1,Lost
002311514717ca8b65b09a26cdf7b91a,113,1,124.32,124.32,113,1.0,2.0,5.0,0.0,0.06491312741312742,SP,1,Sudeste,5,3,1,New / Promising
0023557a94bef0038066b5d1b3dc763e,203,1,107.44,107.44,203,1.0,2.0,3.0,0.0,0.16325390915860014,SP,1,Sudeste,4,3,1,New / Promising
002471155ecd08d208d1376720e2a907,70,1,92.18,92.18,70,1.0,3.0,5.0,0.0,0.252549359947928,SC,1,Sul,5,3,1,New / Promising
00256bf7b05c08f6a5849df3d0a64f1f,138,1,57.730000000000004,57.730000000000004,138,1.0,1.0,3.0,0.0,0.3157803568335354,SP,1,Sudeste,5,2,1,New / Promising
0025795df7a7d077c4c90162fa820085,86,1,214.08,214.08,86,2.0,3.0,1.0,0.0,0.16900224215246637,SP,1,Sudeste,5,5,1,New / Promising
0027324a96d26a2bc7d69262f83c8403,207,1,46.78,46.78,207,1.0,2.0,5.0,0.0,0.18982471141513468,SP,1,Sudeste,4,1,1,New / Promising
0028a7d8db7b0247652509358ad8d755,309,1,354.87,354.87,309,1.0,1.0,3.0,0.0,0.22788626821089414,SP,1,Sudeste,3,5,1,Potential Loyalist
0028cfeb9dfcd3628a56d5b6400deef5,284,1,118.2,118.2,284,1.0,1.0,5.0,0.0,0.188663282571912,SP,1,Sudeste,3,3,1,Potential Loyalist
00293787e2aec37a9c253b63fdfe2049,356,1,257.88,257.88,356,2.0,1.0,3.0,0.0,0.07786567395687917,RJ,1,Sudeste,2,5,1,Hibernating
002aba8c1af80acacef6e011f9f23262,233,1,217.74,217.74,233,1.0,3.0,1.0,1.0,0.0819325801414531,RJ,1,Sudeste,3,5,1,Potential Loyalist
002ae492472e45ad6ebeb7a625409392,374,1,218.66000000000003,218.66000000000003,374,2.0,4.0,3.0,0.0,0.5244672093661392,DF,1,Centro-Oeste,2,5,1,Hibernating
002b4cd83fabaffaa475f78ea5ef3e08,624,1,64.42,64.42,624,1.0,1.0,2.0,0.0,0.22539583980130393,MG,1,Sudeste,1,2,1,Lost
002bdeb33da5b1b3ce8b9c822f749c82,316,1,38.089999999999996,38.089999999999996,316,1.0,1.0,5.0,0.0,0.37017589918613814,SC,1,Sul,3,1,1,Potential Loyalist
002cdf87d4c03f08f7eb4551a923affc,351,1,228.67000000000002,228.67000000000002,351,1.0,10.0,1.0,1.0,0.1385402545152403,SP,1,Sudeste,2,5,1,Hibernating
002d3bd901608f67c3fc11eaaa842b13,275,1,28.759999999999998,28.759999999999998,275,1.0,1.0,4.0,0.0,0.3223226703755216,SP,1,Sudeste,3,1,1,Potential Loyalist
002d71b244beb91ca7030b15ab526446,513,1,130.56,130.56,513,1.0,1.0,5.0,0.0,0.11917892156862746,SP,1,Sudeste,1,3,1,Lost
002da6dde369f6a8b4c999ed61eb5a87,189,1,52.38,52.38,189,1.0,1.0,5.0,0.0,0.14108438335242457,SP,1,Sudeste,4,1,1,New / Promising
002eb8b96288f3804e21d2777ac29895,453,1,137.99,137.99,453,1.0,6.0,5.0,0.0,0.13109645626494673,MG,1,Sudeste,1,4,1,Lost
002ed12115742033f015cb3c269ccf68,261,1,109.79,109.79,261,1.0,3.0,5.0,0.0,0.10829765916750159,SP,1,Sudeste,3,3,1,Potential Loyalist
002ef00822613c94613e60e03b169fef,245,1,114.04,114.04,245,1.0,6.0,4.0,0.0,0.1853735531392494,PR,1,Sul,3,3,1,Potential Loyalist
002feefec5af0a3b26ee7839c66d205e,354,1,77.57,77.57,354,1.0,1.0,1.0,1.0,0.22779425035451853,RJ,1,Sudeste,2,2,1,Hibernating
003035f5ec76f2220098377482de93c9,415,1,62.47,62.47,415,1.0,3.0,5.0,0.0,0.19977589242836563,MG,1,Sudeste,2,2,1,Hibernating
003162bf0351f47a1a247992b8b9b42d,96,1,536.6,536.6,96,1.0,10.0,5.0,0.0,0.04043980618710399,ES,1,Sudeste,5,5,1,New / Promising
00324c9f4d710e7bac5c5ba679714430,483,1,109.78,109.78,483,1.0,7.0,5.0,0.0,0.7276370923665513,TO,1,Norte,1,3,1,Lost
0032c76b20340da25249092a268ce66c,742,1,144.94,144.94,742,1.0,1.0,4.0,0.0,0.1106664826824893,SP,1,Sudeste,1,4,1,Lost
0032ca69771a7758ce643258bb9e4ac7,94,1,62.45,62.45,94,1.0,2.0,5.0,0.0,0.27942353883106485,SP,1,Sudeste,5,2,1,New / Promising
0033f4a2887e07e25aa1204d482f41ba,114,1,425.04,425.04,114,1.0,1.0,5.0,0.0,0.17654808959156787,BA,1,Nordeste,5,5,1,New / Promising
00344274804f3b8003de1b0562ae01df,101,1,226.23,226.23,101,1.0,5.0,3.0,0.0,0.16898731379569465,PE,1,Nordeste,5,5,1,New / Promising
0034c76b7e6a17d738375b99afc2f01e,164,1,44.230000000000004,44.230000000000004,164,1.0,1.0,5.0,0.0,0.4121636898033009,MG,1,Sudeste,4,1,1,New / Promising
0035029989e6fc5cf030918a5f9f2037,159,1,546.12,546.12,159,2.0,1.0,5.0,0.0,0.1979784662711492,SP,1,Sudeste,4,5,1,New / Promising
003650b504826ea534e02eba0ab58dd5,274,1,21.77,21.77,274,1.0,2.0,4.0,0.0,0.35737253100597155,SP,1,Sudeste,3,1,1,Potential Loyalist
0036a074f98b80c4f1fc33dbbcf9c552,524,1,42.62,42.62,524,1.0,1.0,5.0,0.0,0.6013608634443923,RS,1,Sul,1,1,1,Lost
0036b4a3d09ad551a5188c2e374da402,435,1,162.77,162.77,435,1.0,10.0,4.0,0.0,0.09074153713829329,PR,1,Sul,1,4,1,Lost
0036d365b138cc0ee06bed755bcb5044,260,1,109.5,109.5,260,1.0,1.0,5.0,0.0,0.27031963470319637,BA,1,Nordeste,3,3,1,Potential Loyalist
00370dfde3d012c420d29657afc2fc8b,262,1,237.0,237.0,262,1.0,1.0,4.0,0.0,0.09282700421940929,RS,1,Sul,3,5,1,Potential Loyalist
00377a18050b898b93e2c774be9947db,327,1,65.78,65.78,327,1.0,1.0,2.0,1.0,0.24004256612952263,MT,1,Centro-Oeste,2,2,1,Hibernating
0037aa56b017c105c3a9d47af71fff98,265,1,443.73,443.73,265,1.0,2.0,3.0,0.0,0.042210353142676856,MG,1,Sudeste,3,5,1,Potential Loyalist
0037d2bbb9ebc39d9114aea27ee16d72,570,1,143.73000000000002,143.73000000000002,570,1.0,1.0,5.0,0.0,0.16579698044945382,SP,1,Sudeste,1,4,1,Lost
0037eb1ff742ee2e71ba887f65f3c6f3,462,1,228.79,228.79,462,1.0,5.0,5.0,0.0,0.13020673980506142,PE,1,Nordeste,1,5,1,Lost
003800162424b7b5b3d75c9cf22a66e7,199,1,107.81,107.81,199,1.0,2.0,5.0,0.0,0.2069381318987107,BA,1,Nordeste,4,3,1,New / Promising
00391594070baf8603f5fdc1d0c6a48c,73,1,119.32,119.32,73,1.0,1.0,3.0,0.0,0.12001340931947704,SP,1,Sudeste,5,3,1,New / Promising
003a5571a07dcf09bf117d13d2980ba3,85,1,181.82,181.82,85,1.0,2.0,5.0,0.0,0.17555824441755585,BA,1,Nordeste,5,4,1,New / Promising
003a7a8eb096ed3cbf713d2def1ca701,65,1,157.45999999999998,157.45999999999998,65,1.0,1.0,5.0,0.0,0.36498158262415853,MA,1,Nordeste,5,4,1,New / Promising
003ac9408252444b489b1bfc013f5f8c,215,1,36.980000000000004,36.980000000000004,215,1.0,1.0,5.0,0.0,0.4929691725256895,SP,1,Sudeste,4,1,1,New / Promising
003ae409f37c3c30cb1c974af3a42692,64,1,216.32,216.32,64,1.0,1.0,3.0,0.0,0.09855769230769232,MG,1,Sudeste,5,5,1,New / Promising
003c2067070f5b3d923235b1ea1cc17b,73,1,147.38,147.38,73,1.0,1.0,3.0,0.0,0.25566562627222145,CE,1,Nordeste,5,4,1,New / Promising
003c457932a554e4df13834237b1ed00,286,1,142.51,142.51,286,1.0,1.0,5.0,0.0,0.0884850185951863,SP,1,Sudeste,3,4,1,Potential Loyalist
003d56767e53e08671de00da3fba8d40,321,1,178.59,178.59,321,1.0,8.0,5.0,0.0,0.12089142729156167,MG,1,Sudeste,2,4,1,Hibernating
003db7adfcdc49857b095a50191b6c9d,169,1,542.66,542.66,169,1.0,10.0,4.0,0.0,0.03272767478715955,SP,1,Sudeste,4,5,1,New / Promising
003e28cb6fab8a0901bff9229612375f,584,1,137.26,137.26,584,1.0,1.0,5.0,0.0,0.12581961241439604,PR,1,Sul,1,4,1,Lost
003e2af81ea3c72fbdd093f07724a4de,184,1,63.74,63.74,184,2.0,2.0,4.0,0.0,0.24694069657985565,SP,1,Sudeste,4,2,1,New / Promising
003f4901fdb60ae9c1e2538b84c208e1,332,1,162.79,162.79,332,1.0,2.0,5.0,0.0,0.09085324651391363,DF,1,Centro-Oeste,2,4,1,Hibernating
